Year,Country,Resettled by destination per capita,Remittances (% GDP),Five-year change immigrants,Refugees by destination,Child migrants (UNICEF),Resettled by origin,Child migrants (under-20s),Asylum seekers by origin (per capita),Child migrants per capita (under-20s),Five-year change immigrants per capita,Refugees by destination,Resettled by destination,Internal displacement (disasters),Annual internal displacements (Disaster),Asylum seekers by destination,Five-year change emigrants,Annual internal displacement from conflict (%),Refugees by destination (per capita),Refugees by origin (per capita),"Child migrants (UNICEF, under-18s)",Refugees by origin,Internal displacement (disaster),Emigrants,Annual internal displacement (conflict),Internal displacement share (conflict),Asylum seekers by origin,International immigrants (% population),International migrants,Internal displacement (conflict),Asylum seekers by destination (per capita),Resettled arrivals by origin (per capita),Annual internal displacement from disaster (%),Net migration rate,Remittances cost (to),Child migrants (UNDESA),Child migrants per capita (UNDESA),Net migration,Remittances cost (from),Five-year change emigrants per capita,International emigrants (% population),Refugees by destination (per capita)
2009,Laos,,0.593,,,,158,,2.03,,,,,,,,,,,1.415,,8700,,,,,124,,,,,2.57,,,,,,,,,,
2010,Laos,,0.962,12584,,,111,6945,1.504,1.111,2.014,,,,,,301860,,,1.327,,8294,,1198862,,,94,0.527,32955,,,1.789,,-3.675,,4672,0.748,-110258,,48.304,19.184,
2011,Laos,,1.181,,,,101,,1.049,,,,,,19640,,,,,1.28,,8122,,,,,66,,,,,1.597,0.309,,,,,,,,,
2012,Laos,,1.335,,,,,,0.794,,,,,,,,,0.014,,1.232,,7938,,,880,,51,,,,,,,,,,,,,,,
2013,Laos,,1.48,,,,,,1.079,,,,,,22030,,,,,1.181,,7727,,,,,70,,,,,,0.337,,,,,,,,,
2014,Laos,,1.466,,,,,,1.494,,,,,,14662,,,,,1.138,,7556,,,,,99,,,,,,0.221,,,,,,,,,
2015,Laos,,1.352,12583,,,,6597,2.103,0.979,1.867,,,,4699,,89317,,,1.093,,7371,,1288179,,,141,0.676,45538,,,,0.07,-3.458,,4496,0.667,-112313,,13.25,19.109,
2016,Laos,,1.332,,,,,,2.81,,,,,,6522,,,,,1.054,,7212,,,,,192,,,,,,0.095,,,,,,,,,
2017,Laos,,1.363,,,,,,3.564,,,,,,26871,,,,,1.017,,7068,,,,,247,,,,,,0.386,,,,,,,,,
2018,Laos,,1.343,,,,,,4.353,,,,,,26953,,,,,0.981,,6930,,,,,307,,,,,,0.382,,13.961,,,,,,,
2019,Laos,,,,,,,,5.158,,,,,0.075,,,,,,0.95,,6808,5400,,,,369,,,,,,,,,,,,,,,
2020,Laos,,,3193,,6000,,6329,,0.87,0.439,,,0.027,,,7872,,,,0.825,,2000,1296051,,,,0.67,48731,,,,,-2.098,,4508,0.62,-73518,,1.082,17.814,
1984,Late-demographic dividend,,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Late-demographic dividend,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Late-demographic dividend,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Late-demographic dividend,,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Late-demographic dividend,,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Late-demographic dividend,,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Late-demographic dividend,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Late-demographic dividend,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Late-demographic dividend,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Late-demographic dividend,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Late-demographic dividend,,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Late-demographic dividend,,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Late-demographic dividend,,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Late-demographic dividend,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Late-demographic dividend,,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Late-demographic dividend,,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Late-demographic dividend,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Late-demographic dividend,,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Late-demographic dividend,,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Late-demographic dividend,,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Late-demographic dividend,,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Late-demographic dividend,,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Late-demographic dividend,,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Late-demographic dividend,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Late-demographic dividend,,0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Late-demographic dividend,,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Late-demographic dividend,,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Late-demographic dividend,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Late-demographic dividend,,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Latin America & Caribbean,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Latin America & Caribbean,,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Latin America & Caribbean,,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Latin America & Caribbean,,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Latin America & Caribbean,,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Latin America & Caribbean,,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Latin America & Caribbean,,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Latin America & Caribbean,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Latin America & Caribbean,,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Latin America & Caribbean,,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Latin America & Caribbean,,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Latin America & Caribbean,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Latin America & Caribbean,,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Latin America & Caribbean,,0.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Latin America & Caribbean,,0.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Latin America & Caribbean,,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Latin America & Caribbean,,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Latin America & Caribbean,,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Latin America & Caribbean,,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Latin America & Caribbean,,1.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Latin America & Caribbean,,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Latin America & Caribbean,,1.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Latin America & Caribbean,,1.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Latin America & Caribbean,,1.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Latin America & Caribbean,,1.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Latin America & Caribbean,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean,,1.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Latin America & Caribbean,,1.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean,,1.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Latin America & Caribbean,,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Latin America & Caribbean,,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Latin America & Caribbean,,1.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Latin America & Caribbean,,1.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Latin America & Caribbean,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Latin America & Caribbean,,1.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Latin America & Caribbean,,1.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Latin America & Caribbean,,1.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Latin America & Caribbean,,1.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Latin America & Caribbean (excluding high income),,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Latin America & Caribbean (excluding high income),,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Latin America & Caribbean (excluding high income),,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Latin America & Caribbean (excluding high income),,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Latin America & Caribbean (excluding high income),,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Latin America & Caribbean (excluding high income),,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Latin America & Caribbean (excluding high income),,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Latin America & Caribbean (excluding high income),,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Latin America & Caribbean (excluding high income),,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Latin America & Caribbean (excluding high income),,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Latin America & Caribbean (excluding high income),,0.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Latin America & Caribbean (excluding high income),,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Latin America & Caribbean (excluding high income),,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Latin America & Caribbean (excluding high income),,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Latin America & Caribbean (excluding high income),,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Latin America & Caribbean (excluding high income),,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Latin America & Caribbean (excluding high income),,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Latin America & Caribbean (excluding high income),,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Latin America & Caribbean (excluding high income),,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Latin America & Caribbean (excluding high income),,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Latin America & Caribbean (excluding high income),,1.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Latin America & Caribbean (excluding high income),,1.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Latin America & Caribbean (excluding high income),,1.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Latin America & Caribbean (excluding high income),,1.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Latin America & Caribbean (excluding high income),,1.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Latin America & Caribbean (excluding high income),,2.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Latin America & Caribbean (excluding high income),,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Latin America & Caribbean (excluding high income),,1.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Latin America & Caribbean (excluding high income),,1.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Latin America & Caribbean (excluding high income),,1.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Latin America & Caribbean (excluding high income),,1.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Latin America & Caribbean (excluding high income),,1.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Latin America & Caribbean (excluding high income),,1.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Latin America & Caribbean (excluding high income),,1.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Latin America & Caribbean (excluding high income),,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Latin America & Caribbean (excluding high income),,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Latin America & Caribbean (excluding high income),,1.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Latin America & Caribbean (excluding high income),,1.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Latin America & Caribbean (excluding high income),,1.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Latin America & the Caribbean (IDA & IBRD countries),,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Latin America & the Caribbean (IDA & IBRD countries),,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Latin America & the Caribbean (IDA & IBRD countries),,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Latin America & the Caribbean (IDA & IBRD countries),,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Latin America & the Caribbean (IDA & IBRD countries),,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Latin America & the Caribbean (IDA & IBRD countries),,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Latin America & the Caribbean (IDA & IBRD countries),,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Latin America & the Caribbean (IDA & IBRD countries),,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Latin America & the Caribbean (IDA & IBRD countries),,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Latin America & the Caribbean (IDA & IBRD countries),,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Latin America & the Caribbean (IDA & IBRD countries),,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Latin America & the Caribbean (IDA & IBRD countries),,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Latin America & the Caribbean (IDA & IBRD countries),,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Latin America & the Caribbean (IDA & IBRD countries),,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Latin America & the Caribbean (IDA & IBRD countries),,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Latin America & the Caribbean (IDA & IBRD countries),,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Latin America & the Caribbean (IDA & IBRD countries),,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Latin America & the Caribbean (IDA & IBRD countries),,0.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Latin America & the Caribbean (IDA & IBRD countries),,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Latin America & the Caribbean (IDA & IBRD countries),,1.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Latin America & the Caribbean (IDA & IBRD countries),,1.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Latin America & the Caribbean (IDA & IBRD countries),,1.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Latin America & the Caribbean (IDA & IBRD countries),,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Latin America & the Caribbean (IDA & IBRD countries),,1.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Latin America & the Caribbean (IDA & IBRD countries),,1.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Latin America & the Caribbean (IDA & IBRD countries),,1.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Latin America & the Caribbean (IDA & IBRD countries),,1.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Latin America & the Caribbean (IDA & IBRD countries),,1.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Latin America & the Caribbean (IDA & IBRD countries),,1.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Latin America & the Caribbean (IDA & IBRD countries),,1.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Latin America & the Caribbean (IDA & IBRD countries),,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Latin America & the Caribbean (IDA & IBRD countries),,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Latin America & the Caribbean (IDA & IBRD countries),,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Latin America & the Caribbean (IDA & IBRD countries),,1.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Latin America & the Caribbean (IDA & IBRD countries),,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Latin America & the Caribbean (IDA & IBRD countries),,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Latin America & the Caribbean (IDA & IBRD countries),,1.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Latin America & the Caribbean (IDA & IBRD countries),,1.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Latin America and Caribbean,,,,,3603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.524,,,,-473777,,,,
1955,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.524,,,,-473777,,,,
1955,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.524,,,,-473777,,,,
1955,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.524,,,,-473777,,,,
1960,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.102,,,,-1138508,,,,
1960,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.102,,,,-1138508,,,,
1960,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.102,,,,-1138508,,,,
1960,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.102,,,,-1138508,,,,
1965,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373,,,,-1623833,,,,
1965,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373,,,,-1623833,,,,
1965,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373,,,,-1623833,,,,
1965,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.373,,,,-1623833,,,,
1970,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.628,,,,-2194350,,,,
1970,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.628,,,,-2194350,,,,
1970,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.628,,,,-2194350,,,,
1970,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.628,,,,-2194350,,,,
1975,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.754,,,,-2673160,,,,
1975,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.754,,,,-2673160,,,,
1975,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.754,,,,-2673160,,,,
1975,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.754,,,,-2673160,,,,
1980,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.055,,,,-3514969,,,,
1980,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.055,,,,-3514969,,,,
1980,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.055,,,,-3514969,,,,
1980,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.055,,,,-3514969,,,,
1985,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.836,,,,-3503662,,,,
1985,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.836,,,,-3503662,,,,
1985,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.836,,,,-3503662,,,,
1985,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.836,,,,-3503662,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
1990,Latin America and the Caribbean,,,,1197274,,,1590078,,,,,,,,,,,,,,,,15273399,,,,,7135971,,,,,-1.873,,1138633,,-3956103,,,,
